name,p_setting,p_unit,p_cat,p_context,vartype,min_val,max_val,source,enumvals,category,subcategory,setting,type,defaults,recommendation,min,max,unit,values,context,docs,comments,version_added,version_dropped
quote_all_identifiers,off,,Version and Platform Compatibility / Previous PostgreSQL Versions,user,bool,,,default,,Other Settings & Defaults,Previous PostgreSQL Versions,,bool,off,default,,,,,,,,,
random_page_cost,4,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Planner Cost Constants,random_page_cost,real,4,1.5 to 4,0,REAL_MAX,,,session,Sets the planner's estimate of the cost of a nonsequentially fetched disk page.,"Sets the ratio of seek to scan time for your database storage. 4.0 is appropriate for spinning disks, although 2.0-3.0 can be more approprate for large RAID sets. For SSDs, solid state cloud storage, and high-end SANs, set to 1.5.",,
replacement_sort_tuples,150000,,Resource Usage / Memory,user,integer,0,2147483647,default,,Query Tuning,Other Planner Options,,integer,150000,0,,,,,,,"Disable, this setting will be removed from Postgres 11.",,
restart_after_crash,on,,Error Handling,sighup,bool,,,default,,Other Settings & Defaults,Other Defaults,,bool,off,default,,,,,,,…  unless deliberately running postgres in “ephemeral mode”,,
row_security,on,,Connections and Authentication / Security and Authentication,user,bool,,,default,,Other Settings & Defaults,Other Defaults,,bool,on,on,,,,,,,…  except when testing row security policies.,,
search_path,"""$user"", public",,Client Connection Defaults / Statement Behavior,user,string,,,default,,Other Settings & Defaults,Default Locations,search_path,list,"""$user"",public",varies,,,,,session,Sets the schema search order for names that are not schema-qualified.,"Most DBAs either use the default or set search_path on a ROLE or database object basis.  The one reason to set it in postgresql.conf is if you are taking the security step of removing the special ""public"" schema in order to lock down your database.",,
segment_size,131072,8kB,Preset Options,internal,integer,131072,131072,default,,Preset Options,,segment_size,integer,131072,,131072,131072,8kB,,internal,Shows the number of pages per disk file.,Informational: lets you know of non-standard installation or compile options.,804,
seq_page_cost,1,,Query Tuning / Planner Cost Constants,user,real,0,1.79769E+308,default,,Query Tuning,Planner Cost Constants,seq_page_cost,real,1,default,0,REAL_MAX,,,session,Sets the planner's estimate of the cost of a sequentially fetched disk page.,The main reason to modify seq_page_cost is to try to get planner costs to more-or-less indicate execution times in milleseconds.  All other costs change relative to this cost automatically.,,
server_encoding,UTF8,,Client Connection Defaults / Locale and Formatting,internal,string,,,override,,Locale & Formatting,Locale,server_encoding,string,per ENV,N/A,,,,,internal,Sets the server (database) character set encoding.,Set at initdb time.  Displayed for information only.,,
server_version,10.1,,Preset Options,internal,string,,,default,,Preset Options,,server_version,string,08/03/00,N/A,,,,,internal,Shows the server version.,Informational: lets you know of non-standard installation or compile options.,,
server_version_num,100001,,Preset Options,internal,integer,100001,100001,default,,Preset Options,,server_version_num,integer,80300,N/A,80300,80300,,,internal,Shows the server version as an integer.,Informational: lets you know of non-standard installation or compile options.,,
session_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,superuser,string,,,default,,Other Settings & Defaults,Other Defaults,,string,NULL,default,,,,,,,Special uses for debugging or for loading application-specific extensions.,,
session_replication_role,origin,,Client Connection Defaults / Statement Behavior,superuser,enum,,,default,"{origin,replica,local}",Other Settings & Defaults,Replication,session_replication_role,ENUM,origin,default,,,,"origin,replica,local",superuser,"Sets the session's behavior for triggers and rewrite rules. Each session can be either ""origin"", ""replica"", or ""local"".","Only gets changed for databases which are taking part in a replication chain.  In that case, ""origin"" servers fire replication (and other) triggers, and ""replica"" do not.  Part of the generic replication hooks which are used by Slony and Bucardo.",,
shared_buffers,16384,8kB,Resource Usage / Memory,postmaster,integer,16,1073741823,configuration file,,Resource Usage,Memory,shared_buffers,memory,varies 512kB to 8MB,AvRAM / 4,64kB,8192GB,8kB,,restart,Sets the number of shared memory buffers used by the server.,"A memory quantity defining PostgreSQL's ""dedicated"" RAM, which is used for connection control, active operations, and more.  However, since PostgreSQL also needs free RAM for file system buffers, sorts and maintenance operations, it is not advisable to set shared_buffers to a majority of RAM.   Note that increasing shared_buffers often requires you to increase some  system kernel parameters, most notably SHMMAX and SHMALL.  See  Operating System Environment: Managing Kernel Resources in the PostgreSQL documentation for more details.  Also note that shared_buffers over 2GB is  only supported on 64-bit systems.",,
shared_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,postmaster,string,,,default,,Resource Usage,Kernel Resources,shared_preload_libraries,string,,default,,,,,restart,Lists shared libraries to preload into server.,"Primarily used for custom C libraries (data types, stored procedures) which you expect your application to use heavily.  Trades memory overhead for these libraries against load time, so really should only be used for libraries you expect most queries to require.",,
ssl,off,,Connections and Authentication / Security and Authentication,sighup,bool,,,default,,Connections and Authentication,Security and Authentication,ssl,bool,off,on,,,,,restart,Enables SSL connections.,"One of several different settings to turn on SSL connections for PostgreSQL.  SSL is a very good idea for highly secure setups.  In addition, you must compile in SSL support and set SSL connections in pg_hba.conf, as well as configuring SSL itself.",,
ssl_ca_file,,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,,config,,,,,,,"You should always use SSL connections if you can.  However, this does require setting up SSL.",,
ssl_cert_file,server.crt,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,server.crt,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
ssl_ciphers,HIGH:MEDIUM:+3DES:!aNULL,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,ssl_ciphers,string,HIGH:MEDIUM:+3DES:!aNULL,default,,,,,restart,Sets the list of allowed SSL ciphers.,"Allows DBAs to require “strong enough” or preset ciphers for SSL connections.  If you have not compiled SSL support, this parameter will not be available.",,
ssl_crl_file,,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
ssl_dh_params_file,,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
ssl_ecdh_curve,prime256v1,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,prime256v1,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
ssl_key_file,server.key,,Connections and Authentication / Security and Authentication,sighup,string,,,default,,Connections and Authentication,Security and Authentication,,,server.key,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
ssl_prefer_server_ciphers,on,,Connections and Authentication / Security and Authentication,sighup,bool,,,default,,Connections and Authentication,Security and Authentication,,,on,config,,,,,,,"According to your SSL configuration, which maybe provided by your installer.",,
standard_conforming_strings,on,,Version and Platform Compatibility / Previous PostgreSQL Versions,user,bool,,,default,,Version and Platform Compatibility,Previous PostgreSQL Versions,standard_conforming_strings,bool,off,on,,,,,session,Causes '...' strings to treat backslashes literally.,"If you can clean up your application code, this disables use of \ as an escape character except in escaped (E' ') strings.  This is both safer, and less likely to result in unexpected output for things like Windows filepaths.",,
statement_timeout,0,ms,Client Connection Defaults / Statement Behavior,user,integer,0,2147483647,default,,Other Settings & Defaults,Statement Behavior,statement_timeout,time,0,varies,0,INT_MAX,ms,,session,Sets the maximum allowed duration of any statement. A value of 0 turns off the timeout.,"Defaults to 0, meaning no timeout.  For most web applications, it's a good idea to set a default timeout, such as 60s to prevent runaway queries from bogging the server.  If set, though, you need to remember to set (at the ROLE or session level) a higher statement_timeout for expected long-running maintenance or batch operations.",,
stats_temp_directory,pg_stat_tmp,,Statistics / Query and Index Statistics Collector,sighup,string,,,default,,Statistics,Query and Index Statistics Collector,stats_temp_directory,string,pg_stat_tmp,default,,,,,reload,Writes temporary statistics files to the specified directory.,Useful for extremely high-volume databases; the stats temp directory could be set to a RAMdisk or other high-speed resource (at the cost of potentially losing some stats) as this file gets updated hundreds of times per second.  ,804,
superuser_reserved_connections,3,,Connections and Authentication / Connection Settings,postmaster,integer,0,262143,default,,Connections and Authentication,Connection Settings,superuser_reserved_connections,integer,3,default,0,INT_MAX,,,restart,Sets the number of connection slots reserved for superusers.,"You should have at least one superuser connection open for troubleshooting at all times.  So if you run more than two concurrent regular administrative tasks, you'll need more reserved connections.  Note that this number is taken from max_connections, not in addition to it.",,
synchronize_seqscans,on,,Version and Platform Compatibility / Previous PostgreSQL Versions,user,bool,,,default,,Version and Platform Compatibility,Previous PostgreSQL Versions,synchronize_seqscans,bool,on,on,,,,,session,Enable synchronized sequential scans.,"This new peformance enhancment can also cause rows to be returned in an order other than physical storage order.  For poorly-written older applications, this may break application code; turn it off to disable.",,
synchronous_commit,on,,Write-Ahead Log / Settings,user,enum,,,default,"{local,remote_write,remote_apply,on,off}",WAL and Checkpoints,Synch to Disk,synchronous_commit,bool,on,on,,,,,session,Sets immediate fsync at commit.,"If data integrity is less important to you than response times (for example, if you are running a social networking application or processing logs) you can turn this off, making your transaction logs asynchronous.  This can result in up to wal_buffers or wal_writer_delay * 2 worth of data in an unexpected shutdown, but your database will not be corrupted.  Note that you can also set this on a per-session basis, allowing you to mix “lossy” and “safe” transactions, which is a better approach for most applications.",,
synchronous_standby_names,,,Replication / Master Server,sighup,string,,,default,,Replication,Master Options,,string,NULL,default,,,,,,,"Special, see syntax for sync standby config.  Don't get into this if you're not sure what you're doing.",,
syslog_facility,local0,,Reporting and Logging / Where to Log,sighup,enum,,,default,"{local0,local1,local2,local3,local4,local5,local6,local7}",Reporting and Logging,Where to Log,syslog_facility,string,LOCAL0,varies,,,,"local0,local1,local2,local3,local4,local5,local6,local7",reload,"Sets the syslog ""facility"" to be used when syslog enabled. Valid values are LOCAL0, LOCAL1, LOCAL2, LOCAL3, LOCAL4, LOCAL5, LOCAL6, LOCAL7.",Change the logserver facility if you are having a conflict with other applications.,,
syslog_ident,postgres,,Reporting and Logging / Where to Log,sighup,string,,,default,,Reporting and Logging,Where to Log,syslog_ident,string,postgres,POSTGRES_$HOST,,,,,reload,Sets the program name used to identify PostgreSQL messages in syslog.,"If using a centralized logserver or if you have multiple Postgres instances, you probably want to identify your postgresql instance by hostname.",,
syslog_sequence_numbers,on,,Reporting and Logging / Where to Log,sighup,bool,,,default,,Reporting and Logging,What to Log,,bool,on,default,,,,,,,,,
syslog_split_messages,on,,Reporting and Logging / Where to Log,sighup,bool,,,default,,Reporting and Logging,What to Log,,bool,on,default,,,,,,,,,
tcp_keepalives_count,9,,Client Connection Defaults / Other Defaults,user,integer,0,2147483647,default,,Connections and Authentication,Connection Persistence,tcp_keepalives_count,integer,0,default,0,INT_MAX,,,session,Maximum number of TCP keepalive retransmits. This controls the number of consecutive keepalive retransmits that can be lost before a connection is considered dead. A value of 0 uses the system default.,"The three tcp_keepalive settings help manage a system which tends to have ""undead"" connection/query processes.  For systems which support them, you can regulate checking that connections are still ""live"" end-to-end to kill them off.  Not needed if you're not having a problem.  Should be synchronized with the new TCP keepalive support in libpq on the client side.",,
tcp_keepalives_idle,7200,s,Client Connection Defaults / Other Defaults,user,integer,0,2147483647,default,,Connections and Authentication,Connection Persistence,tcp_keepalives_idle,integer,0,default,0,INT_MAX,s,,session,Time between issuing TCP keepalives. A value of 0 uses the system default.,,,
tcp_keepalives_interval,75,s,Client Connection Defaults / Other Defaults,user,integer,0,2147483647,default,,Connections and Authentication,Connection Persistence,tcp_keepalives_interval,integer,0,default,0,INT_MAX,s,,session,Time between TCP keepalive retransmits. A value of 0 uses the system default.,,,
temp_buffers,1024,8kB,Resource Usage / Memory,user,integer,100,1073741823,default,,Resource Usage,Memory,temp_buffers,memory,8MB,default,800kB,8192GB,8kB,,session,Sets the maximum number of temporary buffers used by each session.,"Currently used only for holding temporary tables in memory.  If your application requires heavy use of temporary tables (many proprietary reporting engines do) then you might want to increase this substantially.  However, be careful because this is non-shared RAM which is allocated per session.  Otherwise, the default is fine.",,
temp_file_limit,-1,kB,Resource Usage / Disk,superuser,integer,-1,2147483647,default,,Resource Usage,Disk,,memory,-1 (disabled),10GB,,,,,,,"… or something which is bigger than your largest possible sort, but not big enough to run you out of disk space.",,
temp_tablespaces,,,Client Connection Defaults / Statement Behavior,user,string,,,default,,Other Settings & Defaults,Default Locations,temp_tablespaces,list,,default,,,,,session,Sets the tablespace(s) to use for temporary tables and sort files.,"For applications which create lots of temporary objects, this setting can be used to put the temp space on a faster/separate device, or even a ramdisk.  Because it accepts a list, it can even be used to load balance temp object creation among several tablespaces.",,
TimeZone,UTC,,Client Connection Defaults / Locale and Formatting,user,string,,,configuration file,,Locale & Formatting,Display,TimeZone,string,per ENV,default,,,,,session,Sets the time zone for displaying and interpreting time stamps.,"To avoid a lot of confusion, make sure this is set to your local timeszone.  If the server covers multiple time zones, then this should be set on a ROLE or connection basis.",,
timezone_abbreviations,Default,,Client Connection Defaults / Locale and Formatting,user,string,,,default,,Locale & Formatting,Display,timezone_abbreviations,string,Default,default,,,,,session,Selects a file of time zone abbreviations.,See appendencies for alternatives.,,
trace_notify,off,,Developer Options,user,bool,,,default,,Developer Options,,trace_notify,bool,off,default,,,,,session,Generates debugging output for LISTEN and NOTIFY.,The various TRACE options are for debugging specific behaviors interactively. Many of them require compile-time options. trace_notice is for debugging listen/notice.,,
trace_recovery_messages,log,,Developer Options,sighup,enum,,,default,"{debug5,debug4,debug3,debug2,debug1,log,notice,warning,error}",Developer Options,,trace_recovery_messages,enum,log,,,,,"debug5,debug4,debug3,debug2,debug1,log,notice,warning,error",reload,"Enables logging of recovery-related debugging information. Each level includes all the levels that follow it. The later the level, the fewer messages are sent.",For troubleshooting replication/PITR failures.,900,
trace_sort,off,,Developer Options,user,bool,,,default,,Developer Options,,trace_sort,bool,off,default,,,,,session,Emit information about resource usage in sorting.,For debugging sorts.,,
track_activities,on,,Statistics / Query and Index Statistics Collector,superuser,bool,,,default,,Statistics,Query and Index Statistics Collector,track_activities,bool,on,default,,,,,superuser,"Collects information about executing commands. Enables the collection of information on the currently executing command of each session, along with the time at which that command began execution.",,,
track_activity_query_size,1024,,Resource Usage / Memory,postmaster,integer,100,102400,default,,Statistics,Query and Index Statistics Collector,track_activity_query_size,integer,1024,default,100,102400,,,restart,"Specifies the number of bytes reserved to track the currently executing command for each active session, for the pg_stat_activity.current_query field. The default value is 1024.","Sets the truncation threshold of queries in pg_stat_activity (and pg_stat_statements).  Increase it if you have really long queries which are being cut off, but there is significant extra memory usage for keeping longer queries.",804,
track_commit_timestamp,off,,Replication,postmaster,bool,,,default,,Replication,Master Options,,bool,off,on,,,,,,,,,
track_counts,on,,Statistics / Query and Index Statistics Collector,superuser,bool,,,default,,Statistics,Query and Index Statistics Collector,track_counts,bool,on,default,,,,,superuser,Collects statistics on database activity.,Needed for autovacuum to work properly.  Do not turn off.,,
track_functions,none,,Statistics / Query and Index Statistics Collector,superuser,enum,,,default,"{none,pl,all}",Statistics,Query and Index Statistics Collector,track_functions,enum,None,pl,,,,"none,pl,all",superuser,Collects statistics on function execution.,Set it to 'pl' to collect stats on user-defined functions.  Very useful for stored procedure performance profiling and troubleshooting.,804,
track_io_timing,off,,Statistics / Query and Index Statistics Collector,superuser,bool,,,default,,Statistics,Query and Index Statistics Collector,,bool,off,default,,,,,,,Turn it on if you're monitoring disk usage per request.,,
transaction_deferrable,off,,Client Connection Defaults / Statement Behavior,user,bool,,,override,,Other Settings & Defaults,Statement Behavior,,bool,off,,,,,,,,,,
transaction_isolation,read committed,,Client Connection Defaults / Statement Behavior,user,string,,,override,,Other Settings & Defaults,Statement Behavior,transaction_isolation,string,read committed,,,,,,session,,"Set per session if you need, for example, SERIALIZABLE semantics to prevent data conflicts for multi-step transactions.",804,
transaction_read_only,off,,Client Connection Defaults / Statement Behavior,user,bool,,,override,,Other Settings & Defaults,Statement Behavior,transaction_read_only,bool,off,,,,,,session,,Sets the current transaction to read only.  Useful as part of a SQL injection prevention program.  Shows as TRUE on replication standbys.,804,
transform_null_equals,off,,Version and Platform Compatibility / Other Platforms and Clients,user,bool,,,default,,Version and Platform Compatibility,Other Platforms and Clients,transform_null_equals,bool,off,off,,,,,session,"Treats ""expr=NULL"" as ""expr IS NULL"". When turned on, expressions of the form expr = NULL (or NULL = expr) are treated as expr IS NULL, that is, they return true if expr evaluates to the null value, and false otherwise. The correct behavior of expr = NULL is to always return null (unknown).","Provided for compatibility with Microsoft Access and similar broken applications which treat ""= NULL"" as the same as ""IS NULL"".  ",,
unix_socket_directories,/var/run/postgresql,,Connections and Authentication / Connection Settings,postmaster,string,,,default,,Connections and Authentication,Connection Settings,,string,/tmp,change,,,,,,,"Change to a more secure directory, which many installers do for you.",,
unix_socket_group,,,Connections and Authentication / Connection Settings,postmaster,string,,,default,,Connections and Authentication,Connection Settings,unix_socket_group,string,NULL,postgres,,,,,restart,Sets the owning group of the Unix-domain socket. The owning user of the socket is always the user that starts the server.,,,
unix_socket_permissions,777,,Connections and Authentication / Connection Settings,postmaster,integer,0,511,default,,Connections and Authentication,Connection Settings,unix_socket_permissions,integer,777,770,0,777,,,restart,Sets the access permissions of the Unix-domain socket. Unix-domain sockets use the usual Unix file system permission set. The parameter value is expected to be a numeric mode specification in the form accepted by the chmod and umask system calls. (To use the customary octal format the number must start with a 0 (zero).),,,
update_process_title,on,,Process Title,superuser,bool,,,default,,Statistics,Query and Index Statistics Collector,update_process_title,bool,on,default,,,,,superuser,Updates the process title to show the active SQL command. Enables updating of the process title every time a new SQL command is received by the server.,Updates the process title on OSes which support this.  Very useful for checking resource usage by currently running queries.,,
vacuum_cost_delay,0,ms,Resource Usage / Cost-Based Vacuum Delay,user,integer,0,100,default,,Maintenance,Manual Vacuum,vacuum_cost_delay,integer,0,,0,1000,ms,,session,Vacuum cost delay in milliseconds.,"Most of the time, you will want manual vacuum to execute without vacuum_delay, especially if you're using it as part of ETL.  If for some reason you can't use autovacuum on an OLTP database, however, you may want to increase this to 20ms to decrease the impact vacuum has on currently running queries.  Will cause vacuum to take up to twice as long to complete.",,
vacuum_cost_limit,200,,Resource Usage / Cost-Based Vacuum Delay,user,integer,1,10000,default,,Maintenance,Manual Vacuum,vacuum_cost_limit,integer,200,default,1,10000,,,session,Vacuum cost amount available before napping.,,,
vacuum_cost_page_dirty,20,,Resource Usage / Cost-Based Vacuum Delay,user,integer,0,10000,default,,Maintenance,Manual Vacuum,vacuum_cost_page_dirty,integer,20,default,0,10000,,,session,Vacuum cost for a page dirtied by vacuum.,,,
vacuum_cost_page_hit,1,,Resource Usage / Cost-Based Vacuum Delay,user,integer,0,10000,default,,Maintenance,Manual Vacuum,vacuum_cost_page_hit,integer,1,default,0,10000,,,session,Vacuum cost for a page found in the buffer cache.,,,
vacuum_cost_page_miss,10,,Resource Usage / Cost-Based Vacuum Delay,user,integer,0,10000,default,,Maintenance,Manual Vacuum,vacuum_cost_page_miss,integer,10,default,0,10000,,,session,Vacuum cost for a page not found in the buffer cache.,,,
vacuum_defer_cleanup_age,0,,Replication / Master Server,sighup,integer,0,1000000,default,,Replication,Master Options,vacuum_defer_cleanup_age,integer,0,0,0,1000000,,,reload,"Number of transactions by which VACUUM and HOT cleanup should be deferred, if any.",No longer effective thanks to hot_standby_feedback.,900,
vacuum_freeze_min_age,50000000,,Client Connection Defaults / Statement Behavior,user,integer,0,1000000000,default,,Maintenance,Manual Vacuum,vacuum_freeze_min_age,integer,50000000,"lower, varies",0,500000,,,session,Minimum age at which VACUUM should freeze a table row.  ,"Most users will want to decrease this so that rows which have been cold for a long time get frozen earlier, and avoid an autovacuum_freeze.  The suggestion of 500000 is for a moderately busy database; do not set to less than a few hours worth of XIDs.  Maximum setting is 1/2 of autovaccuum_max_freeze_age.",,
vacuum_freeze_table_age,150000000,,Client Connection Defaults / Statement Behavior,user,integer,0,2000000000,default,,Maintenance,Manual Vacuum,vacuum_freeze_table_age,integer,150000000,400000000,0,2000000000,,,session,"VACUUM performs a whole-table scan if the table's pg_class.relfrozenxid field has reached the age specified by this setting. The default is 150 million transactions. Although users can set this value anywhere from zero to one billion, VACUUM will silently limit the effective value to 95% of autovacuum_freeze_max_age, so that a periodical manual VACUUM has a chance to run before an anti-wraparound autovacuum is launched for the table.","Generally set to 80% of autovacuum_max_freeze age to preempt a full vacuum freeze.  If you can schedule cron vacuums during application slow periods, it might be valuable to lower this value in order to encourage vacuum freezing of tables before they are triggered by autovacuum.",804,
vacuum_multixact_freeze_min_age,5000000,,Client Connection Defaults / Statement Behavior,user,integer,0,1000000000,default,,Maintenance,Manual Vacuum,,integer,5000000,"lower, varies",,,,,,,"Like freeze_min_age, lower this to somewhere around an hour of XID burn.  Try starting with 500000.",,
vacuum_multixact_freeze_table_age,150000000,,Client Connection Defaults / Statement Behavior,user,integer,0,2000000000,default,,Maintenance,Manual Vacuum,,integer,150000000,350000000,,,,,,,Set to 80% of autovaccum_multixact_freeze_max_age,,
wal_block_size,8192,,Preset Options,internal,integer,8192,8192,default,,Preset Options,,wal_block_size,integer,8192,,8192,8192,,,internal,Shows the block size in the write ahead log.,Informational: lets you know of non-standard installation or compile options.,804,
wal_buffers,512,8kB,Write-Ahead Log / Settings,postmaster,integer,-1,262143,override,,WAL and Checkpoints,Memory,wal_buffers,memory,-1 auto,default,4,INT_MAX,8kB,,restart,Sets the number of disk-page buffers in shared memory for WAL.,"On very busy, high-core machines it can be useful to raise this to as much as 128MB.",,
wal_compression,off,,Write-Ahead Log / Settings,superuser,bool,,,default,,WAL and Checkpoints,Settings,,bool,off,on,,,,,,,… unless your storage is less constrained than your CPU.,,
wal_consistency_checking,,,Developer Options,superuser,string,,,default,,Developer Options,,,string,empty,debugging only,,,,,,,,,
wal_keep_segments,0,,Replication / Sending Servers,sighup,integer,0,2147483647,default,,Replication,Master Options,wal_keep_segments,integer,0,8 to 128,0,2147483647,,,reload,Sets the number of WAL files held for standby servers.,"… if using replication.  Minimum number of WAL log segments to keep in order to support re-synchronizing streaming standby servers which have fallen behind or for an initial sync, a good rule of thumb is 4, or however many segments you go through in 30s, whichever is higher. This is in addition to max_wal_size, so make sure you have enough disk space.  Not required if you are archiving logs.",900,
wal_level,replica,,Write-Ahead Log / Settings,postmaster,enum,,,default,"{minimal,replica,logical}",Replication,Master Options,wal_level,enum,replica,replica or logical,,,,,restart,Set the level of information written to the WAL.,"Level replica is required for binary replication, and level logical is required for logical replication.  This is a setting because raising the level adds more writes to the WAL, so if you’re not doing replication or archiving at all, set it to minimal.",900,
wal_log_hints,off,,Write-Ahead Log / Settings,postmaster,bool,,,default,,WAL and Checkpoints,Settings,,,off,off,,,,,,,,,
wal_receiver_status_interval,10,s,Replication / Standby Servers,sighup,integer,0,2147483,default,,Replication,Standby Options,,time,10sec,default,,,,,,,,,
wal_receiver_timeout,60000,ms,Replication / Standby Servers,sighup,integer,0,2147483647,default,,Replication,Standby Options,,time,60sec,default,,,,,,,,,
wal_retrieve_retry_interval,5000,ms,Replication / Standby Servers,sighup,integer,1,2147483647,default,,Replication,Standby Options,,time,5sec,default,,,,,,,,,
wal_segment_size,2048,8kB,Preset Options,internal,integer,2048,2048,default,,Preset Options,,wal_segment_size,integer,2048,,2048,2048,8kB,,internal,Shows the number of pages per write ahead log segment.,Informational: lets you know of non-standard installation or compile options.,804,
wal_sender_timeout,60000,ms,Replication / Sending Servers,sighup,integer,0,2147483647,default,,Replication,Master Options,,time,60sec,default,,,,,,,,,
wal_sync_method,fdatasync,,Write-Ahead Log / Settings,sighup,enum,,,default,"{fsync,fdatasync,open_sync,open_datasync}",WAL and Checkpoints,Synch to Disk,wal_sync_method,string,OS-dependent,default,,,,"fsync,fsync_writethrough,open_sync",reload,Selects the method used for forcing WAL updates to disk.,"On install, PostgreSQL figures out the best method for your OS.  It's pretty good at this point; don't change the default.  Note that the value of ""fsync"" shown in your postgresql.conf file is not necessarily the setting the server is using; try SHOW instead.",,
wal_writer_delay,200,ms,Write-Ahead Log / Settings,sighup,integer,1,10000,default,,WAL and Checkpoints,Synch to Disk,wal_writer_delay,integer,200,default,1,10000,ms,,reload,WAL writer sleep time between WAL flushes.,"Defines the maximum data (in time) that can be lost if synchronous_commit=off and the database shuts down.  Because of long transactions, actual data lost can be up to twice this time.  Has no effect if synchronous_commit=on.  If you are going to turn synchronous_commit=off server-wide, you should probably lower this to prevent too much data loss.",,
wal_writer_flush_after,128,8kB,Write-Ahead Log / Settings,sighup,integer,0,2147483647,default,,WAL and Checkpoints,Synch to Disk,,memory,1MB,default,,,,,,,,,
work_mem,4096,kB,Resource Usage / Memory,user,integer,64,2147483647,default,,Resource Usage,Memory,work_mem,integer,1MB,( AvRAM / max_connections ) OR ( AvRAM / 2 * max_connections ),64kB,2GB,kB,,session,Sets the maximum memory to be used for query workspaces. This much memory can be used by each internal sort operation and hash table before switching to temporary disk files.,"Sets the limit for the amount of non-shared RAM available for each query operation, including sorts and hashes.  This limit acts as a primitive resource control, preventing the server from going into swap due to overallocation.  Note that this is non-shared RAM per operation, which means large complex queries can use multple times this amount.  Also, work_mem is allocated by powers of two, so round to the nearest binary step.  The second formula is for reporting and DW servers which run a lot of complex queries.",,
xmlbinary,base64,,Client Connection Defaults / Statement Behavior,user,enum,,,default,"{base64,hex}",Other Settings & Defaults,XML,xmlbinary,ENUM,base64,varies,,,,"base64,hex",session,Sets how binary values are to be encoded in XML. Valid values are BASE64 and HEX.,Set to whatever your client application supports.,,
xmloption,content,,Client Connection Defaults / Statement Behavior,user,enum,,,default,"{content,document}",Other Settings & Defaults,XML,xmloption,ENUM,content,default,,,,"content,document",session,Sets whether XML data in implicit parsing and serialization operations is to be considered as documents or content fragments. Valid values are DOCUMENT and CONTENT.,,,
zero_damaged_pages,off,,Developer Options,superuser,bool,,,default,,Developer Options,,zero_damaged_pages,bool,off,off,,,,,superuser,"Continues processing past damaged page headers. Detection of a damaged page header normally causes PostgreSQL to report an error, aborting the current transaction. Setting zero_damaged_pages to true causes the system to instead report a warning, zero out the damaged page, and continue processing. This behavior will destroy data, namely all the rows on the damaged page.","Used for salvaging data from a known-bad database.  You should always make a binary backup before using this option, and it should not be used while users are allowed to connect.  After damaged pages are erased, other kinds of data intergrity errors may persist (like broken PKs and FKs).  ZDP should generally be used to get your DB to a stage where the data can be dumped and loaded into a new database.",,
